State Name,District Name,Disability,Age Group,Male,Female,Other,Total
Telangana,Nizamabad,Locomotor Disability,'0-6',22,16,,38
Telangana,Nizamabad,Locomotor Disability,'15-35',2277,1423,,3700
Telangana,Nizamabad,Locomotor Disability,'35-60',6582,3575,,10157
Telangana,Nizamabad,Locomotor Disability,'6-15',296,188,,484
Telangana,Nizamabad,Locomotor Disability,'60-80',3590,1915,,5505
Telangana,Nizamabad,Locomotor Disability,'80+',506,328,,834
Telangana,Nizamabad,Low Vision,'0-6',,,,
Telangana,Nizamabad,Low Vision,'15-35',246,164,,410
Telangana,Nizamabad,Low Vision,'35-60',561,397,,958
Telangana,Nizamabad,Low Vision,'6-15',14,20,,34
Telangana,Nizamabad,Low Vision,'60-80',652,502,,1154
Telangana,Nizamabad,Intellectual Disability,'60-80',48,38,,86
Telangana,Nizamabad,Intellectual Disability,'6-15',234,185,,419
Telangana,Nizamabad,Chronic Neurological Conditions,'15-35',,,,
Telangana,Nizamabad,Chronic Neurological Conditions,'35-60',,,,
Telangana,Nizamabad,Dwarfism,'6-15',,,,
Telangana,Nizamabad,Hearing Impairment,'0-6',3,4,,7
Telangana,Nizamabad,Hearing Impairment,'15-35',481,449,,930
Telangana,Nizamabad,Hearing Impairment,'35-60',604,526,,1130
Telangana,Nizamabad,Hearing Impairment,'6-15',76,91,,167
Telangana,Nizamabad,Hearing Impairment,'60-80',245,215,,460
Telangana,Nizamabad,Hearing Impairment,'80+',40,41,,81
Telangana,Nizamabad,Hemophilia,'0-6',,,,
Telangana,Nizamabad,Hemophilia,'15-35',,,,
Telangana,Nizamabad,Intellectual Disability,'0-6',7,7,,14
Telangana,Nizamabad,Intellectual Disability,'15-35',1127,1000,,2127
Telangana,Nizamabad,Intellectual Disability,'35-60',590,528,,1118
Telangana,Nizamabad,Low Vision,'80+',141,113,,254
Telangana,Nirmal,Mental Illness,'15-35',42,36,,78
Telangana,Narayanpet,Low Vision,'35-60',,,,
Telangana,Narayanpet,Multiple Sclerosis,'60-80',,,,
Telangana,Narayanpet,Muscular Dystrophy,'15-35',,,,
Telangana,Narayanpet,Muscular Dystrophy,'35-60',,,,
Telangana,Narayanpet,Muscular Dystrophy,'6-15',,,,
Telangana,Narayanpet,Muscular Dystrophy,'60-80',,,,
Telangana,Narayanpet,Parkinson's Disease,'15-35',,,,
Telangana,Narayanpet,Specific Learning Disabilities,'35-60',,,,
Telangana,Narayanpet,Speech and Language Disability,'15-35',,,,
Telangana,Narayanpet,Speech and Language Disability,'35-60',,,,
Telangana,Narayanpet,Speech and Language Disability,'6-15',,,,
Telangana,Nirmal,Acid Attack Victim,'35-60',,,,
Telangana,Nirmal,Blindness,'0-6',4,2,,6
Telangana,Nirmal,Blindness,'15-35',110,105,,215
Telangana,Nirmal,Blindness,'35-60',263,189,,452
Telangana,Narayanpet,Multiple Sclerosis,'35-60',,,,
Telangana,Narayanpet,Multiple Sclerosis,'15-35',,,,
Telangana,Narayanpet,Low Vision,'6-15',,,,
Telangana,Narayanpet,Low Vision,'60-80',,1,,1
Telangana,Narayanpet,Low Vision,'80+',1,,,1
Telangana,Narayanpet,Mental Illness,'0-6',5,2,,7
Telangana,Narayanpet,Mental Illness,'15-35',71,88,,159
Telangana,Narayanpet,Mental Illness,'35-60',135,158,,293
Telangana,Narayanpet,Mental Illness,'6-15',15,11,,26
Telangana,Narayanpet,Mental Illness,'60-80',25,37,,62
Telangana,Narayanpet,Mental Illness,'80+',3,3,,6
Telangana,Narayanpet,Multiple Disabilities,'0-6',,,,
Telangana,Narayanpet,Multiple Disabilities,'15-35',2,5,,7
Telangana,Narayanpet,Multiple Disabilities,'35-60',3,,,3
Telangana,Narayanpet,Multiple Disabilities,'6-15',,,,
Telangana,Narayanpet,Multiple Disabilities,'60-80',,,,
Telangana,Nirmal,Blindness,'6-15',20,14,,34
Telangana,Nirmal,Blindness,'60-80',182,205,,387
Telangana,Nirmal,Blindness,'80+',52,30,,82
Telangana,Nirmal,Intellectual Disability,'60-80',14,15,,29
Telangana,Nirmal,Intellectual Disability,'80+',2,,,2
Telangana,Nirmal,Leprosy cured,'35-60',,,,
Telangana,Nirmal,Locomotor Disability,'0-6',19,7,,26
Telangana,Nirmal,Locomotor Disability,'15-35',1408,861,,2269
Telangana,Nirmal,Locomotor Disability,'35-60',3637,1834,,5471
Telangana,Nirmal,Locomotor Disability,'6-15',206,136,,342
Telangana,Nirmal,Locomotor Disability,'60-80',1941,1169,,3110
Telangana,Nirmal,Locomotor Disability,'80+',234,209,,443
Telangana,Nirmal,Low Vision,'15-35',97,66,,163
Telangana,Nirmal,Low Vision,'35-60',219,138,,357
Telangana,Nirmal,Low Vision,'6-15',5,5,,10
Telangana,Nirmal,Low Vision,'60-80',194,154,,348
Telangana,Nirmal,Low Vision,'80+',36,34,,70
Telangana,Nirmal,Intellectual Disability,'6-15',105,88,,193
Telangana,Nirmal,Intellectual Disability,'35-60',176,140,,316
Telangana,Nirmal,Cerebral Palsy,'0-6',,,,
Telangana,Nirmal,Cerebral Palsy,'15-35',,,,
Telangana,Nirmal,Cerebral Palsy,'35-60',,,,
Telangana,Nirmal,Cerebral Palsy,'6-15',,,,
Telangana,Nirmal,Chronic Neurological Conditions,'15-35',,,,
Telangana,Nirmal,Chronic Neurological Conditions,'35-60',,,,
Telangana,Nirmal,Hearing Impairment,'0-6',7,2,,9
Telangana,Nirmal,Hearing Impairment,'15-35',242,233,,475
Telangana,Nirmal,Hearing Impairment,'35-60',291,278,,569
Telangana,Nirmal,Hearing Impairment,'6-15',52,46,,98
Telangana,Nirmal,Hearing Impairment,'60-80',110,86,,196
Telangana,Nirmal,Hearing Impairment,'80+',21,7,,28
Telangana,Nirmal,Intellectual Disability,'0-6',12,4,,16
Telangana,Nirmal,Intellectual Disability,'15-35',475,354,,829
Telangana,Nirmal,Mental Illness,'0-6',1,,,1
Telangana,Peddapalli,Mental Illness,'0-6',1,1,,2
Telangana,Peddapalli,Speech and Language Disability,'15-35',,,,
Telangana,Peddapalli,Speech and Language Disability,'35-60',,,,
Telangana,Peddapalli,Speech and Language Disability,'6-15',,,,
Telangana,Peddapalli,Thalassemia,'0-6',,,,
Telangana,Peddapalli,Thalassemia,'15-35',,,,
Telangana,Rajanna Sircilla,Autism Spectrum Disorder,'6-15',,,,
Telangana,Rajanna Sircilla,Blindness,'0-6',7,2,,9
Telangana,Rajanna Sircilla,Blindness,'15-35',48,19,,67
Telangana,Rajanna Sircilla,Blindness,'35-60',153,77,,230
Telangana,Rajanna Sircilla,Blindness,'6-15',7,7,,14
Telangana,Rajanna Sircilla,Blindness,'60-80',156,115,,271
Telangana,Rajanna Sircilla,Blindness,'80+',44,33,,77
Telangana,Rajanna Sircilla,Cerebral Palsy,'15-35',,,,
Telangana,Rajanna Sircilla,Cerebral Palsy,'35-60',,,,
Telangana,Peddapalli,Sickle Cell Disease,'35-60',,,,
Telangana,Peddapalli,Sickle Cell Disease,'15-35',,,,
Telangana,Peddapalli,Mental Illness,'15-35',191,128,,319
Telangana,Peddapalli,Mental Illness,'35-60',574,405,,979
Telangana,Peddapalli,Mental Illness,'6-15',21,14,,35
Telangana,Peddapalli,Mental Illness,'60-80',140,137,,277
Telangana,Peddapalli,Mental Illness,'80+',8,10,,18
Telangana,Peddapalli,Multiple Disabilities,'0-6',,,,
Telangana,Peddapalli,Multiple Disabilities,'15-35',8,9,,17
Telangana,Peddapalli,Multiple Disabilities,'35-60',6,3,,9
Telangana,Peddapalli,Multiple Disabilities,'6-15',1,,,1
Telangana,Peddapalli,Multiple Disabilities,'60-80',4,1,,5
Telangana,Peddapalli,Multiple Disabilities,'80+',4,1,,5
Telangana,Peddapalli,Muscular Dystrophy,'15-35',,,,
Telangana,Peddapalli,Muscular Dystrophy,'35-60',,,,
Telangana,Peddapalli,Parkinson's Disease,'15-35',,,,
Telangana,Rajanna Sircilla,Chronic Neurological Conditions,'0-6',,,,
Telangana,Rajanna Sircilla,Chronic Neurological Conditions,'35-60',,,,
Telangana,Rajanna Sircilla,Dwarfism,'15-35',,,,
Telangana,Rajanna Sircilla,Locomotor Disability,'15-35',745,515,,1260
Telangana,Rajanna Sircilla,Locomotor Disability,'35-60',2080,1141,,3221
Telangana,Rajanna Sircilla,Locomotor Disability,'6-15',99,60,,159
Telangana,Rajanna Sircilla,Locomotor Disability,'60-80',1552,860,,2412
Telangana,Rajanna Sircilla,Locomotor Disability,'80+',462,247,,709
Telangana,Rajanna Sircilla,Low Vision,'0-6',,,,
Telangana,Rajanna Sircilla,Low Vision,'15-35',101,53,,154
Telangana,Rajanna Sircilla,Low Vision,'35-60',287,166,,453
Telangana,Rajanna Sircilla,Low Vision,'6-15',7,4,,11
Telangana,Rajanna Sircilla,Low Vision,'60-80',352,198,,550
Telangana,Rajanna Sircilla,Low Vision,'80+',94,63,,157
Telangana,Rajanna Sircilla,Mental Illness,'0-6',,,,
Telangana,Rajanna Sircilla,Mental Illness,'15-35',76,75,,151
Telangana,Rajanna Sircilla,Mental Illness,'35-60',214,140,,354
Telangana,Rajanna Sircilla,Locomotor Disability,'0-6',20,12,,32
Telangana,Rajanna Sircilla,Intellectual Disability,'80+',3,2,,5
Telangana,Rajanna Sircilla,Dwarfism,'35-60',,,,
Telangana,Rajanna Sircilla,Hearing Impairment,'0-6',5,5,,10
Telangana,Rajanna Sircilla,Hearing Impairment,'15-35',150,163,,313
Telangana,Rajanna Sircilla,Hearing Impairment,'35-60',250,255,,505
Telangana,Rajanna Sircilla,Hearing Impairment,'6-15',30,26,,56
Telangana,Rajanna Sircilla,Hearing Impairment,'60-80',188,179,,367
Telangana,Rajanna Sircilla,Hearing Impairment,'80+',47,32,,79
Telangana,Rajanna Sircilla,Hemophilia,'15-35',,,,
Telangana,Rajanna Sircilla,Hemophilia,'6-15',,,,
Telangana,Rajanna Sircilla,Intellectual Disability,'0-6',3,1,,4
Telangana,Rajanna Sircilla,Intellectual Disability,'15-35',410,311,,721
Telangana,Rajanna Sircilla,Intellectual Disability,'35-60',219,200,,419
Telangana,Rajanna Sircilla,Intellectual Disability,'6-15',82,42,,124
Telangana,Rajanna Sircilla,Intellectual Disability,'60-80',40,22,,62
Telangana,Rajanna Sircilla,Mental Illness,'6-15',3,,,3
Telangana,Peddapalli,Low Vision,'80+',129,90,,219
Telangana,Nizamabad,Mental Illness,'0-6',,1,,1
Telangana,Nizamabad,Parkinson's Disease,'15-35',,,,
Telangana,Nizamabad,Speech and Language Disability,'0-6',,,,
Telangana,Nizamabad,Speech and Language Disability,'15-35',,,,
Telangana,Nizamabad,Speech and Language Disability,'6-15',,,,
Telangana,Nizamabad,Thalassemia,'0-6',,,,
Telangana,Nizamabad,Thalassemia,'15-35',,,,
Telangana,Nizamabad,Thalassemia,'35-60',,,,
Telangana,Nizamabad,Thalassemia,'6-15',,,,
Telangana,Peddapalli,Autism Spectrum Disorder,'6-15',,,,
Telangana,Peddapalli,Blindness,'0-6',9,2,,11
Telangana,Peddapalli,Blindness,'15-35',78,69,,147
Telangana,Peddapalli,Blindness,'35-60',212,159,,371
Telangana,Peddapalli,Blindness,'6-15',15,8,,23
Telangana,Peddapalli,Blindness,'60-80',212,177,,389
Telangana,Nizamabad,Muscular Dystrophy,'60-80',,,,
Telangana,Nizamabad,Muscular Dystrophy,'6-15',,,,
Telangana,Nizamabad,Mental Illness,'15-35',68,67,,135
Telangana,Nizamabad,Mental Illness,'35-60',512,373,,885
Telangana,Nizamabad,Mental Illness,'6-15',2,3,,5
Telangana,Nizamabad,Mental Illness,'60-80',177,122,,299
Telangana,Nizamabad,Mental Illness,'80+',10,12,,22
Telangana,Nizamabad,Multiple Disabilities,'0-6',,,,
Telangana,Nizamabad,Multiple Disabilities,'15-35',,,,
Telangana,Nizamabad,Multiple Disabilities,'35-60',,1,,1
Telangana,Nizamabad,Multiple Disabilities,'6-15',,,,
Telangana,Nizamabad,Multiple Disabilities,'60-80',,,,
Telangana,Nizamabad,Multiple Sclerosis,'0-6',,,,
Telangana,Nizamabad,Multiple Sclerosis,'35-60',,,,
Telangana,Nizamabad,Muscular Dystrophy,'15-35',,,,
Telangana,Nizamabad,Muscular Dystrophy,'35-60',,,,
Telangana,Peddapalli,Blindness,'80+',91,53,,144
Telangana,Peddapalli,Cerebral Palsy,'15-35',,,,
Telangana,Peddapalli,Cerebral Palsy,'35-60',,,,
Telangana,Peddapalli,Intellectual Disability,'35-60',425,408,,833
Telangana,Peddapalli,Intellectual Disability,'6-15',66,60,,126
Telangana,Peddapalli,Intellectual Disability,'60-80',42,51,,93
Telangana,Peddapalli,Intellectual Disability,'80+',4,2,,6
Telangana,Peddapalli,Locomotor Disability,'0-6',20,7,,27
Telangana,Peddapalli,Locomotor Disability,'15-35',1036,680,,1716
Telangana,Peddapalli,Locomotor Disability,'35-60',3590,1699,,5289
Telangana,Peddapalli,Locomotor Disability,'6-15',106,61,,167
Telangana,Peddapalli,Locomotor Disability,'60-80',2138,1066,,3204
Telangana,Peddapalli,Locomotor Disability,'80+',501,240,,741
Telangana,Peddapalli,Low Vision,'0-6',,,,
Telangana,Peddapalli,Low Vision,'15-35',189,140,,329
Telangana,Peddapalli,Low Vision,'35-60',548,320,,868
Telangana,Peddapalli,Low Vision,'6-15',9,6,,15
Telangana,Peddapalli,Intellectual Disability,'15-35',724,590,,1314
Telangana,Peddapalli,Intellectual Disability,'0-6',3,1,,4
Telangana,Peddapalli,Cerebral Palsy,'6-15',,,,
Telangana,Peddapalli,Cerebral Palsy,'60-80',,,,
Telangana,Peddapalli,Chronic Neurological Conditions,'15-35',,,,
Telangana,Peddapalli,Chronic Neurological Conditions,'35-60',,,,
Telangana,Peddapalli,Chronic Neurological Conditions,'6-15',,,,
Telangana,Peddapalli,Dwarfism,'35-60',,,,
Telangana,Peddapalli,Hearing Impairment,'0-6',5,6,,11
Telangana,Peddapalli,Hearing Impairment,'15-35',328,279,,607
Telangana,Peddapalli,Hearing Impairment,'35-60',591,625,,1216
Telangana,Peddapalli,Hearing Impairment,'6-15',41,26,,67
Telangana,Peddapalli,Hearing Impairment,'60-80',410,393,,803
Telangana,Peddapalli,Hearing Impairment,'80+',130,88,,218
Telangana,Peddapalli,Hemophilia,'15-35',,,,
Telangana,Peddapalli,Hemophilia,'6-15',,,,
Telangana,Peddapalli,Low Vision,'60-80',514,327,,841
Telangana,Narayanpet,Low Vision,'15-35',,,,
Telangana,Mulugu,Intellectual Disability,'35-60',18,10,,28
Telangana,Mulugu,Mental Illness,'60-80',8,8,,16
Telangana,Mulugu,Multiple Disabilities,'15-35',,,,
Telangana,Mulugu,Multiple Disabilities,'35-60',,,,
Telangana,Mulugu,Multiple Disabilities,'6-15',,,,
Telangana,Mulugu,Multiple Disabilities,'80+',,,,
Telangana,Mulugu,Muscular Dystrophy,'35-60',,,,
Telangana,Mulugu,Muscular Dystrophy,'60-80',,,,
Telangana,Mulugu,Parkinson's Disease,'35-60',,,,
Telangana,Mulugu,Sickle Cell Disease,'0-6',,,,
Telangana,Mulugu,Sickle Cell Disease,'15-35',,,,
Telangana,Mulugu,Sickle Cell Disease,'6-15',,,,
Telangana,Mulugu,Speech and Language Disability,'0-6',,,,
Telangana,Mulugu,Speech and Language Disability,'15-35',,,,
Telangana,Mulugu,Speech and Language Disability,'6-15',,,,
Telangana,Mulugu,Mental Illness,'6-15',,,,
Telangana,Mulugu,Mental Illness,'35-60',25,32,,57
Telangana,Mulugu,Intellectual Disability,'6-15',24,9,,33
Telangana,Mulugu,Intellectual Disability,'60-80',1,1,,2
Telangana,Mulugu,Locomotor Disability,'0-6',5,3,,8
Telangana,Mulugu,Locomotor Disability,'15-35',123,66,,189
Telangana,Mulugu,Locomotor Disability,'35-60',346,154,,500
Telangana,Mulugu,Locomotor Disability,'6-15',36,26,,62
Telangana,Mulugu,Locomotor Disability,'60-80',149,84,,233
Telangana,Mulugu,Locomotor Disability,'80+',27,9,,36
Telangana,Mulugu,Low Vision,'15-35',,,,
Telangana,Mulugu,Low Vision,'35-60',,1,,1
Telangana,Mulugu,Low Vision,'6-15',,,,
Telangana,Mulugu,Low Vision,'60-80',,,,
Telangana,Mulugu,Mental Illness,'0-6',,,,
Telangana,Mulugu,Mental Illness,'15-35',18,11,,29
Telangana,Mulugu,Thalassemia,'6-15',,,,
Telangana,Nagarkurnool,Autism Spectrum Disorder,'0-6',,,,
Telangana,Nagarkurnool,Blindness,'0-6',4,4,,8
Telangana,Nagarkurnool,Hearing Impairment,'6-15',49,52,,101
Telangana,Nagarkurnool,Hearing Impairment,'60-80',91,107,,198
Telangana,Nagarkurnool,Hearing Impairment,'80+',8,9,,17
Telangana,Nagarkurnool,Hemophilia,'15-35',,,,
Telangana,Nagarkurnool,Intellectual Disability,'0-6',,2,,2
Telangana,Nagarkurnool,Intellectual Disability,'15-35',542,404,,946
Telangana,Nagarkurnool,Intellectual Disability,'35-60',130,112,,242
Telangana,Nagarkurnool,Intellectual Disability,'6-15',91,67,,158
Telangana,Nagarkurnool,Intellectual Disability,'60-80',20,5,,25
Telangana,Nagarkurnool,Intellectual Disability,'80+',2,3,,5
Telangana,Nagarkurnool,Locomotor Disability,'0-6',10,4,,14
Telangana,Nagarkurnool,Locomotor Disability,'15-35',1655,998,,2653
Telangana,Nagarkurnool,Locomotor Disability,'35-60',4346,2211,,6557
Telangana,Nagarkurnool,Locomotor Disability,'6-15',214,115,,329
Telangana,Nagarkurnool,Hearing Impairment,'35-60',355,323,,678
Telangana,Nagarkurnool,Hearing Impairment,'15-35',274,231,,505
Telangana,Nagarkurnool,Blindness,'15-35',68,43,,111
Telangana,Nagarkurnool,Blindness,'35-60',166,109,,275
Telangana,Nagarkurnool,Blindness,'6-15',17,8,,25
Telangana,Nagarkurnool,Blindness,'60-80',146,141,,287
Telangana,Nagarkurnool,Blindness,'80+',32,47,,79
Telangana,Nagarkurnool,Cerebral Palsy,'0-6',,,,
Telangana,Nagarkurnool,Cerebral Palsy,'15-35',,,,
Telangana,Nagarkurnool,Cerebral Palsy,'35-60',,,,
Telangana,Nagarkurnool,Cerebral Palsy,'6-15',,,,
Telangana,Nagarkurnool,Cerebral Palsy,'60-80',,,,
Telangana,Nagarkurnool,Chronic Neurological Conditions,'0-6',,,,
Telangana,Nagarkurnool,Chronic Neurological Conditions,'15-35',,,,
Telangana,Nagarkurnool,Dwarfism,'15-35',,,,
Telangana,Nagarkurnool,Hearing Impairment,'0-6',3,4,,7
Telangana,Nagarkurnool,Locomotor Disability,'60-80',2196,1221,,3417
Telangana,Mulugu,Intellectual Disability,'15-35',55,53,,108
Telangana,Medchal Malkajgiri,Locomotor Disability,'15-35',2518,1501,,4019
Telangana,Medchal Malkajgiri,Multiple Disabilities,'35-60',11,3,,14
Telangana,Medchal Malkajgiri,Multiple Disabilities,'6-15',5,4,,9
Telangana,Medchal Malkajgiri,Multiple Disabilities,'60-80',2,1,,3
Telangana,Medchal Malkajgiri,Multiple Disabilities,'80+',3,,,3
Telangana,Medchal Malkajgiri,Multiple Sclerosis,'15-35',,,,
Telangana,Medchal Malkajgiri,Multiple Sclerosis,'35-60',,,,
Telangana,Medchal Malkajgiri,Multiple Sclerosis,'6-15',,,,
Telangana,Medchal Malkajgiri,Muscular Dystrophy,'15-35',1,,,1
Telangana,Medchal Malkajgiri,Muscular Dystrophy,'35-60',,,,
Telangana,Medchal Malkajgiri,Muscular Dystrophy,'6-15',,,,
Telangana,Medchal Malkajgiri,Muscular Dystrophy,'60-80',,,,
Telangana,Medchal Malkajgiri,Parkinson's Disease,'15-35',,,,
Telangana,Medchal Malkajgiri,Parkinson's Disease,'35-60',,,,
Telangana,Medchal Malkajgiri,Parkinson's Disease,'60-80',,,,
Telangana,Medchal Malkajgiri,Multiple Disabilities,'15-35',3,1,,4
Telangana,Medchal Malkajgiri,Multiple Disabilities,'0-6',,1,,1
Telangana,Medchal Malkajgiri,Locomotor Disability,'35-60',9562,4605,,14167
Telangana,Medchal Malkajgiri,Locomotor Disability,'6-15',304,201,,505
Telangana,Medchal Malkajgiri,Locomotor Disability,'60-80',4525,1528,,6053
Telangana,Medchal Malkajgiri,Locomotor Disability,'80+',404,159,,563
Telangana,Medchal Malkajgiri,Low Vision,'15-35',364,205,,569
Telangana,Medchal Malkajgiri,Low Vision,'35-60',693,463,,1156
Telangana,Medchal Malkajgiri,Low Vision,'6-15',14,18,,32
Telangana,Medchal Malkajgiri,Low Vision,'60-80',510,224,,734
Telangana,Medchal Malkajgiri,Low Vision,'80+',56,27,,83
Telangana,Medchal Malkajgiri,Mental Illness,'0-6',,,,
Telangana,Medchal Malkajgiri,Mental Illness,'15-35',20,10,,30
Telangana,Medchal Malkajgiri,Mental Illness,'35-60',103,64,,167
Telangana,Medchal Malkajgiri,Mental Illness,'6-15',,,,
Telangana,Medchal Malkajgiri,Mental Illness,'60-80',26,18,,44
Telangana,Medchal Malkajgiri,Sickle Cell Disease,'35-60',,,,
Telangana,Medchal Malkajgiri,Sickle Cell Disease,'60-80',,,,
Telangana,Medchal Malkajgiri,Specific Learning Disabilities,'15-35',,,,
Telangana,Mulugu,Cerebral Palsy,'15-35',,,,
Telangana,Mulugu,Cerebral Palsy,'35-60',,,,
Telangana,Mulugu,Cerebral Palsy,'6-15',,,,
Telangana,Mulugu,Cerebral Palsy,'60-80',,,,
Telangana,Mulugu,Chronic Neurological Conditions,'15-35',,,,
Telangana,Mulugu,Chronic Neurological Conditions,'35-60',,,,
Telangana,Mulugu,Chronic Neurological Conditions,'60-80',,,,
Telangana,Mulugu,Hearing Impairment,'0-6',2,1,,3
Telangana,Mulugu,Hearing Impairment,'15-35',21,19,,40
Telangana,Mulugu,Hearing Impairment,'35-60',23,35,,58
Telangana,Mulugu,Hearing Impairment,'6-15',18,11,,29
Telangana,Mulugu,Hearing Impairment,'60-80',7,17,,24
Telangana,Mulugu,Hearing Impairment,'80+',5,3,,8
Telangana,Mulugu,Hemophilia,'15-35',,,,
Telangana,Mulugu,Cerebral Palsy,'0-6',,,,
Telangana,Mulugu,Blindness,'80+',11,3,,14
Telangana,Medchal Malkajgiri,Specific Learning Disabilities,'35-60',,,,
Telangana,Medchal Malkajgiri,Specific Learning Disabilities,'6-15',,,,
Telangana,Medchal Malkajgiri,Speech and Language Disability,'0-6',,,,
Telangana,Medchal Malkajgiri,Speech and Language Disability,'15-35',,,,
Telangana,Medchal Malkajgiri,Speech and Language Disability,'35-60',,,,
Telangana,Medchal Malkajgiri,Speech and Language Disability,'6-15',,,,
Telangana,Medchal Malkajgiri,Thalassemia,'0-6',,,,
Telangana,Medchal Malkajgiri,Thalassemia,'15-35',,,,
Telangana,Mulugu,Autism Spectrum Disorder,'0-6',,,,
Telangana,Mulugu,Blindness,'0-6',1,1,,2
Telangana,Mulugu,Blindness,'15-35',11,13,,24
Telangana,Mulugu,Blindness,'35-60',32,22,,54
Telangana,Mulugu,Blindness,'6-15',5,2,,7
Telangana,Mulugu,Blindness,'60-80',17,20,,37
Telangana,Mulugu,Intellectual Disability,'0-6',,3,,3
Telangana,Nalgonda,Low Vision,'6-15',15,9,,24
Telangana,Nalgonda,Muscular Dystrophy,'15-35',,,,
Telangana,Nalgonda,Muscular Dystrophy,'35-60',,,,
Telangana,Nalgonda,Muscular Dystrophy,'6-15',,,,
Telangana,Nalgonda,Muscular Dystrophy,'60-80',,,,
Telangana,Nalgonda,Sickle Cell Disease,'15-35',,,,
Telangana,Nalgonda,Sickle Cell Disease,'6-15',,,,
Telangana,Nalgonda,Speech and Language Disability,'15-35',,,,
Telangana,Nalgonda,Speech and Language Disability,'35-60',,,,
Telangana,Nalgonda,Speech and Language Disability,'6-15',,,,
Telangana,Nalgonda,Thalassemia,'15-35',,,,
Telangana,Nalgonda,Thalassemia,'6-15',,,,
Telangana,Narayanpet,Autism Spectrum Disorder,'6-15',,,,
Telangana,Narayanpet,Blindness,'0-6',1,3,,4
Telangana,Narayanpet,Blindness,'15-35',45,38,,83
Telangana,Nalgonda,Multiple Sclerosis,'35-60',,,,
Telangana,Nalgonda,Multiple Sclerosis,'15-35',,,,
Telangana,Nalgonda,Low Vision,'60-80',734,494,,1228
Telangana,Nalgonda,Low Vision,'80+',308,136,,444
Telangana,Nalgonda,Mental Illness,'0-6',1,1,,2
Telangana,Nalgonda,Mental Illness,'15-35',373,302,,675
Telangana,Nalgonda,Mental Illness,'35-60',1683,1286,,2969
Telangana,Nalgonda,Mental Illness,'6-15',6,2,,8
Telangana,Nalgonda,Mental Illness,'60-80',431,368,,799
Telangana,Nalgonda,Mental Illness,'80+',35,28,,63
Telangana,Nalgonda,Multiple Disabilities,'0-6',1,,,1
Telangana,Nalgonda,Multiple Disabilities,'15-35',44,26,,70
Telangana,Nalgonda,Multiple Disabilities,'35-60',210,139,,349
Telangana,Nalgonda,Multiple Disabilities,'6-15',3,7,,10
Telangana,Nalgonda,Multiple Disabilities,'60-80',119,97,,216
Telangana,Nalgonda,Multiple Disabilities,'80+',23,7,,30
Telangana,Narayanpet,Blindness,'35-60',115,99,,214
Telangana,Narayanpet,Blindness,'6-15',12,13,,25
Telangana,Narayanpet,Blindness,'60-80',88,79,,167
Telangana,Narayanpet,Hemophilia,'0-6',,,,
Telangana,Narayanpet,Hemophilia,'15-35',,,,
Telangana,Narayanpet,Intellectual Disability,'0-6',3,3,,6
Telangana,Narayanpet,Intellectual Disability,'15-35',126,89,,215
Telangana,Narayanpet,Intellectual Disability,'35-60',31,34,,65
